species,speciesName,lv,hp,attack,criticalAttack,defense,critical,avoid,lucky,speed
4,サタンオオカブト,89,90,90,90,90,90,90,90,90
4,サタンオオカブト,90,91,91,91,91,91,91,91,91
4,サタンオオカブト,91,92,92,92,92,92,92,92,92
4,サタンオオカブト,92,93,93,93,93,93,93,93,93
4,サタンオオカブト,93,94,94,94,94,94,94,94,94
4,サタンオオカブト,94,95,95,95,95,95,95,95,95
4,サタンオオカブト,95,96,96,96,96,96,96,96,96
4,サタンオオカブト,96,97,97,97,97,97,97,97,97
4,サタンオオカブト,97,98,98,98,98,98,98,98,98
4,サタンオオカブト,98,99,99,99,99,99,99,99,99
4,サタンオオカブト,99,100,100,100,100,100,100,100,100
5,ギラファノコギリクワガタ,1,2,1,3,2,2,2,2,2
5,ギラファノコギリクワガタ,2,3,1,4,3,3,3,3,3
5,ギラファノコギリクワガタ,3,4,2,6,4,4,4,4,4
5,ギラファノコギリクワガタ,4,5,2,7,5,5,5,5,5
5,ギラファノコギリクワガタ,5,6,3,9,6,6,6,6,6
5,ギラファノコギリクワガタ,6,7,3,10,7,7,7,7,7
5,ギラファノコギリクワガタ,7,8,4,12,8,8,8,8,8
5,ギラファノコギリクワガタ,8,9,4,13,9,9,9,9,9
5,ギラファノコギリクワガタ,9,10,5,15,10,10,10,10,10
5,ギラファノコギリクワガタ,10,11,5,16,11,11,11,11,11
5,ギラファノコギリクワガタ,11,12,6,18,12,12,12,12,12
5,ギラファノコギリクワガタ,12,13,6,19,13,13,13,13,13
5,ギラファノコギリクワガタ,13,14,7,21,14,14,14,14,14
5,ギラファノコギリクワガタ,14,15,7,22,15,15,15,15,15
5,ギラファノコギリクワガタ,15,16,8,24,16,16,16,16,16
5,ギラファノコギリクワガタ,16,17,8,25,17,17,17,17,17
5,ギラファノコギリクワガタ,17,18,9,27,18,18,18,18,18
5,ギラファノコギリクワガタ,18,19,9,28,19,19,19,19,19
5,ギラファノコギリクワガタ,19,20,10,30,20,20,20,20,20
5,ギラファノコギリクワガタ,20,21,10,31,21,21,21,21,21
5,ギラファノコギリクワガタ,21,22,11,33,22,22,22,22,22
5,ギラファノコギリクワガタ,22,23,11,34,23,23,23,23,23
5,ギラファノコギリクワガタ,23,24,12,36,24,24,24,24,24
5,ギラファノコギリクワガタ,24,25,12,37,25,25,25,25,25
5,ギラファノコギリクワガタ,25,26,13,39,26,26,26,26,26
5,ギラファノコギリクワガタ,26,27,13,40,27,27,27,27,27
5,ギラファノコギリクワガタ,27,28,14,42,28,28,28,28,28
5,ギラファノコギリクワガタ,28,29,14,43,29,29,29,29,29
5,ギラファノコギリクワガタ,29,30,15,45,30,30,30,30,30
5,ギラファノコギリクワガタ,30,31,15,46,31,31,31,31,31
5,ギラファノコギリクワガタ,31,32,16,48,32,32,32,32,32
5,ギラファノコギリクワガタ,32,33,16,49,33,33,33,33,33
5,ギラファノコギリクワガタ,33,34,17,51,34,34,34,34,34
5,ギラファノコギリクワガタ,34,35,17,52,35,35,35,35,35
5,ギラファノコギリクワガタ,35,36,18,54,36,36,36,36,36
5,ギラファノコギリクワガタ,36,37,18,55,37,37,37,37,37
5,ギラファノコギリクワガタ,37,38,19,57,38,38,38,38,38
5,ギラファノコギリクワガタ,38,39,19,58,39,39,39,39,39
5,ギラファノコギリクワガタ,39,40,20,60,40,40,40,40,40
5,ギラファノコギリクワガタ,40,41,20,61,41,41,41,41,41
5,ギラファノコギリクワガタ,41,42,21,63,42,42,42,42,42
5,ギラファノコギリクワガタ,42,43,21,64,43,43,43,43,43
5,ギラファノコギリクワガタ,43,44,22,66,44,44,44,44,44
5,ギラファノコギリクワガタ,44,45,22,67,45,45,45,45,45
5,ギラファノコギリクワガタ,45,46,23,69,46,46,46,46,46
5,ギラファノコギリクワガタ,46,47,23,70,47,47,47,47,47
5,ギラファノコギリクワガタ,47,48,24,72,48,48,48,48,48
5,ギラファノコギリクワガタ,48,49,24,73,49,49,49,49,49
5,ギラファノコギリクワガタ,49,50,25,75,50,50,50,50,50
5,ギラファノコギリクワガタ,50,51,25,76,51,51,51,51,51
5,ギラファノコギリクワガタ,51,52,26,78,52,52,52,52,52
5,ギラファノコギリクワガタ,52,53,26,79,53,53,53,53,53
5,ギラファノコギリクワガタ,53,54,27,81,54,54,54,54,54
5,ギラファノコギリクワガタ,54,55,27,82,55,55,55,55,55
5,ギラファノコギリクワガタ,55,56,28,84,56,56,56,56,56
5,ギラファノコギリクワガタ,56,57,28,85,57,57,57,57,57
5,ギラファノコギリクワガタ,57,58,29,87,58,58,58,58,58
5,ギラファノコギリクワガタ,58,59,29,88,59,59,59,59,59
5,ギラファノコギリクワガタ,59,60,30,90,60,60,60,60,60
5,ギラファノコギリクワガタ,60,61,30,91,61,61,61,61,61
5,ギラファノコギリクワガタ,61,62,31,93,62,62,62,62,62
5,ギラファノコギリクワガタ,62,63,31,94,63,63,63,63,63
5,ギラファノコギリクワガタ,63,64,32,96,64,64,64,64,64
5,ギラファノコギリクワガタ,64,65,32,97,65,65,65,65,65
5,ギラファノコギリクワガタ,65,66,33,99,66,66,66,66,66
5,ギラファノコギリクワガタ,66,67,33,100,67,67,67,67,67
5,ギラファノコギリクワガタ,67,68,34,102,68,68,68,68,68
5,ギラファノコギリクワガタ,68,69,34,103,69,69,69,69,69
5,ギラファノコギリクワガタ,69,70,35,105,70,70,70,70,70
5,ギラファノコギリクワガタ,70,71,35,106,71,71,71,71,71
5,ギラファノコギリクワガタ,71,72,36,108,72,72,72,72,72
5,ギラファノコギリクワガタ,72,73,36,109,73,73,73,73,73
5,ギラファノコギリクワガタ,73,74,37,111,74,74,74,74,74
5,ギラファノコギリクワガタ,74,75,37,112,75,75,75,75,75
5,ギラファノコギリクワガタ,75,76,38,114,76,76,76,76,76
5,ギラファノコギリクワガタ,76,77,38,115,77,77,77,77,77
5,ギラファノコギリクワガタ,77,78,39,117,78,78,78,78,78
5,ギラファノコギリクワガタ,78,79,39,118,79,79,79,79,79
5,ギラファノコギリクワガタ,79,80,40,120,80,80,80,80,80
5,ギラファノコギリクワガタ,80,81,40,121,81,81,81,81,81
5,ギラファノコギリクワガタ,81,82,41,123,82,82,82,82,82
5,ギラファノコギリクワガタ,82,83,41,124,83,83,83,83,83
5,ギラファノコギリクワガタ,83,84,42,126,84,84,84,84,84
5,ギラファノコギリクワガタ,84,85,42,127,85,85,85,85,85
5,ギラファノコギリクワガタ,85,86,43,129,86,86,86,86,86
5,ギラファノコギリクワガタ,86,87,43,130,87,87,87,87,87
5,ギラファノコギリクワガタ,87,88,44,132,88,88,88,88,88
5,ギラファノコギリクワガタ,88,89,44,133,89,89,89,89,89
5,ギラファノコギリクワガタ,89,90,45,135,90,90,90,90,90
5,ギラファノコギリクワガタ,90,91,45,136,91,91,91,91,91
5,ギラファノコギリクワガタ,91,92,46,138,92,92,92,92,92
5,ギラファノコギリクワガタ,92,93,46,139,93,93,93,93,93
5,ギラファノコギリクワガタ,93,94,47,141,94,94,94,94,94
5,ギラファノコギリクワガタ,94,95,47,142,95,95,95,95,95
5,ギラファノコギリクワガタ,95,96,48,144,96,96,96,96,96
5,ギラファノコギリクワガタ,96,97,48,145,97,97,97,97,97
5,ギラファノコギリクワガタ,97,98,49,147,98,98,98,98,98
5,ギラファノコギリクワガタ,98,99,49,148,99,99,99,99,99
5,ギラファノコギリクワガタ,99,100,50,150,100,100,100,100,100
6,オウゴンオニクワガタ,1,2,1,2,2,2,2,2,2
6,オウゴンオニクワガタ,2,3,2,3,3,3,3,3,3
6,オウゴンオニクワガタ,3,4,3,4,4,4,4,4,4
6,オウゴンオニクワガタ,4,5,4,6,5,5,5,5,5
6,オウゴンオニクワガタ,5,6,4,7,6,6,6,6,6
6,オウゴンオニクワガタ,6,7,5,8,7,7,7,7,7
6,オウゴンオニクワガタ,7,8,6,9,8,8,8,8,8
6,オウゴンオニクワガタ,8,9,7,10,9,9,9,9,9
6,オウゴンオニクワガタ,9,10,8,12,10,10,10,10,10
6,オウゴンオニクワガタ,10,11,8,13,11,11,11,11,11
6,オウゴンオニクワガタ,11,12,9,14,12,12,12,12,12
6,オウゴンオニクワガタ,12,13,10,15,13,13,13,13,13
6,オウゴンオニクワガタ,13,14,11,16,14,14,14,14,14
6,オウゴンオニクワガタ,14,15,12,18,15,15,15,15,15
6,オウゴンオニクワガタ,15,16,12,19,16,16,16,16,16
6,オウゴンオニクワガタ,16,17,13,20,17,17,17,17,17
6,オウゴンオニクワガタ,17,18,14,21,18,18,18,18,18
6,オウゴンオニクワガタ,18,19,15,22,19,19,19,19,19
6,オウゴンオニクワガタ,19,20,16,24,20,20,20,20,20
6,オウゴンオニクワガタ,20,21,16,25,21,21,21,21,21
6,オウゴンオニクワガタ,21,22,17,26,22,22,22,22,22
6,オウゴンオニクワガタ,22,23,18,27,23,23,23,23,23
6,オウゴンオニクワガタ,23,24,19,28,24,24,24,24,24
6,オウゴンオニクワガタ,24,25,20,30,25,25,25,25,25
6,オウゴンオニクワガタ,25,26,20,31,26,26,26,26,26
6,オウゴンオニクワガタ,26,27,21,32,27,27,27,27,27
6,オウゴンオニクワガタ,27,28,22,33,28,28,28,28,28
6,オウゴンオニクワガタ,28,29,23,34,29,29,29,29,29
6,オウゴンオニクワガタ,29,30,24,36,30,30,30,30,30
6,オウゴンオニクワガタ,30,31,24,37,31,31,31,31,31
6,オウゴンオニクワガタ,31,32,25,38,32,32,32,32,32
6,オウゴンオニクワガタ,32,33,26,39,33,33,33,33,33
6,オウゴンオニクワガタ,33,34,27,40,34,34,34,34,34
6,オウゴンオニクワガタ,34,35,28,42,35,35,35,35,35
6,オウゴンオニクワガタ,35,36,28,43,36,36,36,36,36
6,オウゴンオニクワガタ,36,37,29,44,37,37,37,37,37
6,オウゴンオニクワガタ,37,38,30,45,38,38,38,38,38
6,オウゴンオニクワガタ,38,39,31,46,39,39,39,39,39
6,オウゴンオニクワガタ,39,40,32,48,40,40,40,40,40
6,オウゴンオニクワガタ,40,41,32,49,41,41,41,41,41
6,オウゴンオニクワガタ,41,42,33,50,42,42,42,42,42
6,オウゴンオニクワガタ,42,43,34,51,43,43,43,43,43
6,オウゴンオニクワガタ,43,44,35,52,44,44,44,44,44
6,オウゴンオニクワガタ,44,45,36,54,45,45,45,45,45
6,オウゴンオニクワガタ,45,46,36,55,46,46,46,46,46
6,オウゴンオニクワガタ,46,47,37,56,47,47,47,47,47
6,オウゴンオニクワガタ,47,48,38,57,48,48,48,48,48
6,オウゴンオニクワガタ,48,49,39,58,49,49,49,49,49
6,オウゴンオニクワガタ,49,50,40,60,50,50,50,50,50
6,オウゴンオニクワガタ,50,51,40,61,51,51,51,51,51
6,オウゴンオニクワガタ,51,52,41,62,52,52,52,52,52
6,オウゴンオニクワガタ,52,53,42,63,53,53,53,53,53
6,オウゴンオニクワガタ,53,54,43,64,54,54,54,54,54
6,オウゴンオニクワガタ,54,55,44,66,55,55,55,55,55
6,オウゴンオニクワガタ,55,56,44,67,56,56,56,56,56
6,オウゴンオニクワガタ,56,57,45,68,57,57,57,57,57
6,オウゴンオニクワガタ,57,58,46,69,58,58,58,58,58
6,オウゴンオニクワガタ,58,59,47,70,59,59,59,59,59
6,オウゴンオニクワガタ,59,60,48,72,60,60,60,60,60
6,オウゴンオニクワガタ,60,61,48,73,61,61,61,61,61
6,オウゴンオニクワガタ,61,62,49,74,62,62,62,62,62
6,オウゴンオニクワガタ,62,63,50,75,63,63,63,63,63
6,オウゴンオニクワガタ,63,64,51,76,64,64,64,64,64
6,オウゴンオニクワガタ,64,65,52,78,65,65,65,65,65
6,オウゴンオニクワガタ,65,66,52,79,66,66,66,66,66
6,オウゴンオニクワガタ,66,67,53,80,67,67,67,67,67
6,オウゴンオニクワガタ,67,68,54,81,68,68,68,68,68
6,オウゴンオニクワガタ,68,69,55,82,69,69,69,69,69
6,オウゴンオニクワガタ,69,70,56,84,70,70,70,70,70
6,オウゴンオニクワガタ,70,71,56,85,71,71,71,71,71
6,オウゴンオニクワガタ,71,72,57,86,72,72,72,72,72
6,オウゴンオニクワガタ,72,73,58,87,73,73,73,73,73
6,オウゴンオニクワガタ,73,74,59,88,74,74,74,74,74
6,オウゴンオニクワガタ,74,75,60,90,75,75,75,75,75
6,オウゴンオニクワガタ,75,76,60,91,76,76,76,76,76
6,オウゴンオニクワガタ,76,77,61,92,77,77,77,77,77
6,オウゴンオニクワガタ,77,78,62,93,78,78,78,78,78
6,オウゴンオニクワガタ,78,79,63,94,79,79,79,79,79
6,オウゴンオニクワガタ,79,80,64,96,80,80,80,80,80
6,オウゴンオニクワガタ,80,81,64,97,81,81,81,81,81
6,オウゴンオニクワガタ,81,82,65,98,82,82,82,82,82
6,オウゴンオニクワガタ,82,83,66,99,83,83,83,83,83
6,オウゴンオニクワガタ,83,84,67,100,84,84,84,84,84
6,オウゴンオニクワガタ,84,85,68,102,85,85,85,85,85
6,オウゴンオニクワガタ,85,86,68,103,86,86,86,86,86
6,オウゴンオニクワガタ,86,87,69,104,87,87,87,87,87
6,オウゴンオニクワガタ,87,88,70,105,88,88,88,88,88
6,オウゴンオニクワガタ,88,89,71,106,89,89,89,89,89
6,オウゴンオニクワガタ,89,90,72,108,90,90,90,90,90
6,オウゴンオニクワガタ,90,91,72,109,91,91,91,91,91
6,オウゴンオニクワガタ,91,92,73,110,92,92,92,92,92
6,オウゴンオニクワガタ,92,93,74,111,93,93,93,93,93
6,オウゴンオニクワガタ,93,94,75,112,94,94,94,94,94
6,オウゴンオニクワガタ,94,95,76,114,95,95,95,95,95
6,オウゴンオニクワガタ,95,96,76,115,96,96,96,96,96
6,オウゴンオニクワガタ,96,97,77,116,97,97,97,97,97
6,オウゴンオニクワガタ,97,98,78,117,98,98,98,98,98
6,オウゴンオニクワガタ,98,99,79,118,99,99,99,99,99
6,オウゴンオニクワガタ,99,100,80,120,100,100,100,100,100
7,ヘラクレスオオカブト,1,2,3,2,3,2,1,0,2
7,ヘラクレスオオカブト,2,3,4,3,4,3,1,0,3
7,ヘラクレスオオカブト,3,4,6,4,6,4,2,1,4
7,ヘラクレスオオカブト,4,5,8,5,8,5,2,1,5
7,ヘラクレスオオカブト,5,6,9,6,9,6,3,1,6
7,ヘラクレスオオカブト,6,7,11,7,11,7,3,2,7
7,ヘラクレスオオカブト,7,8,12,8,12,8,4,2,8
7,ヘラクレスオオカブト,8,9,14,9,14,9,4,2,9
7,ヘラクレスオオカブト,9,10,16,10,16,10,5,3,10
7,ヘラクレスオオカブト,10,11,17,11,17,11,5,3,11
7,ヘラクレスオオカブト,11,12,19,12,19,12,6,3,12
7,ヘラクレスオオカブト,12,13,20,13,20,13,6,3,13
7,ヘラクレスオオカブト,13,14,22,14,22,14,7,4,14
7,ヘラクレスオオカブト,14,15,24,15,24,15,7,4,15
7,ヘラクレスオオカブト,15,16,25,16,25,16,8,4,16
7,ヘラクレスオオカブト,16,17,27,17,27,17,8,5,17
7,ヘラクレスオオカブト,17,18,28,18,28,18,9,5,18
7,ヘラクレスオオカブト,18,19,30,19,30,19,9,5,19
7,ヘラクレスオオカブト,19,20,32,20,32,20,10,6,20
7,ヘラクレスオオカブト,20,21,33,21,33,21,10,6,21
7,ヘラクレスオオカブト,21,22,35,22,35,22,11,6,22
7,ヘラクレスオオカブト,22,23,36,23,36,23,11,6,23
7,ヘラクレスオオカブト,23,24,38,24,38,24,12,7,24
7,ヘラクレスオオカブト,24,25,40,25,40,25,12,7,25
7,ヘラクレスオオカブト,25,26,41,26,41,26,13,7,26
7,ヘラクレスオオカブト,26,27,43,27,43,27,13,8,27
7,ヘラクレスオオカブト,27,28,44,28,44,28,14,8,28
7,ヘラクレスオオカブト,28,29,46,29,46,29,14,8,29
7,ヘラクレスオオカブト,29,30,48,30,48,30,15,9,30
7,ヘラクレスオオカブト,30,31,49,31,49,31,15,9,31
7,ヘラクレスオオカブト,31,32,51,32,51,32,16,9,32
7,ヘラクレスオオカブト,32,33,52,33,52,33,16,9,33
7,ヘラクレスオオカブト,33,34,54,34,54,34,17,10,34
7,ヘラクレスオオカブト,34,35,56,35,56,35,17,10,35
7,ヘラクレスオオカブト,35,36,57,36,57,36,18,10,36
7,ヘラクレスオオカブト,36,37,59,37,59,37,18,11,37
7,ヘラクレスオオカブト,37,38,60,38,60,38,19,11,38
7,ヘラクレスオオカブト,38,39,62,39,62,39,19,11,39
7,ヘラクレスオオカブト,39,40,64,40,64,40,20,12,40
7,ヘラクレスオオカブト,40,41,65,41,65,41,20,12,41
7,ヘラクレスオオカブト,41,42,67,42,67,42,21,12,42
7,ヘラクレスオオカブト,42,43,68,43,68,43,21,12,43
7,ヘラクレスオオカブト,43,44,70,44,70,44,22,13,44
7,ヘラクレスオオカブト,44,45,72,45,72,45,22,13,45
7,ヘラクレスオオカブト,45,46,73,46,73,46,23,13,46
7,ヘラクレスオオカブト,46,47,75,47,75,47,23,14,47
7,ヘラクレスオオカブト,47,48,76,48,76,48,24,14,48
7,ヘラクレスオオカブト,48,49,78,49,78,49,24,14,49
7,ヘラクレスオオカブト,49,50,80,50,80,50,25,15,50
7,ヘラクレスオオカブト,50,51,81,51,81,51,25,15,51
7,ヘラクレスオオカブト,51,52,83,52,83,52,26,15,52
7,ヘラクレスオオカブト,52,53,84,53,84,53,26,15,53
7,ヘラクレスオオカブト,53,54,86,54,86,54,27,16,54
7,ヘラクレスオオカブト,54,55,88,55,88,55,27,16,55
7,ヘラクレスオオカブト,55,56,89,56,89,56,28,16,56
7,ヘラクレスオオカブト,56,57,91,57,91,57,28,17,57
7,ヘラクレスオオカブト,57,58,92,58,92,58,29,17,58
7,ヘラクレスオオカブト,58,59,94,59,94,59,29,17,59
7,ヘラクレスオオカブト,59,60,96,60,96,60,30,18,60
7,ヘラクレスオオカブト,60,61,97,61,97,61,30,18,61
7,ヘラクレスオオカブト,61,62,99,62,99,62,31,18,62
7,ヘラクレスオオカブト,62,63,100,63,100,63,31,18,63
7,ヘラクレスオオカブト,63,64,102,64,102,64,32,19,64
7,ヘラクレスオオカブト,64,65,104,65,104,65,32,19,65
7,ヘラクレスオオカブト,65,66,105,66,105,66,33,19,66
7,ヘラクレスオオカブト,66,67,107,67,107,67,33,20,67
7,ヘラクレスオオカブト,67,68,108,68,108,68,34,20,68
7,ヘラクレスオオカブト,68,69,110,69,110,69,34,20,69
7,ヘラクレスオオカブト,69,70,112,70,112,70,35,21,70
7,ヘラクレスオオカブト,70,71,113,71,113,71,35,21,71
7,ヘラクレスオオカブト,71,72,115,72,115,72,36,21,72
7,ヘラクレスオオカブト,72,73,116,73,116,73,36,21,73
7,ヘラクレスオオカブト,73,74,118,74,118,74,37,22,74
7,ヘラクレスオオカブト,74,75,120,75,120,75,37,22,75
7,ヘラクレスオオカブト,75,76,121,76,121,76,38,22,76
7,ヘラクレスオオカブト,76,77,123,77,123,77,38,23,77
7,ヘラクレスオオカブト,77,78,124,78,124,78,39,23,78
7,ヘラクレスオオカブト,78,79,126,79,126,79,39,23,79
7,ヘラクレスオオカブト,79,80,128,80,128,80,40,24,80
7,ヘラクレスオオカブト,80,81,129,81,129,81,40,24,81
7,ヘラクレスオオカブト,81,82,131,82,131,82,41,24,82
7,ヘラクレスオオカブト,82,83,132,83,132,83,41,24,83
7,ヘラクレスオオカブト,83,84,134,84,134,84,42,25,84
7,ヘラクレスオオカブト,84,85,136,85,136,85,42,25,85
7,ヘラクレスオオカブト,85,86,137,86,137,86,43,25,86
7,ヘラクレスオオカブト,86,87,139,87,139,87,43,26,87
7,ヘラクレスオオカブト,87,88,140,88,140,88,44,26,88
7,ヘラクレスオオカブト,88,89,142,89,142,89,44,26,89
7,ヘラクレスオオカブト,89,90,144,90,144,90,45,27,90
7,ヘラクレスオオカブト,90,91,145,91,145,91,45,27,91
7,ヘラクレスオオカブト,91,92,147,92,147,92,46,27,92
7,ヘラクレスオオカブト,92,93,148,93,148,93,46,27,93
7,ヘラクレスオオカブト,93,94,150,94,150,94,47,28,94
7,ヘラクレスオオカブト,94,95,152,95,152,95,47,28,95
7,ヘラクレスオオカブト,95,96,153,96,153,96,48,28,96
7,ヘラクレスオオカブト,96,97,155,97,155,97,48,29,97
7,ヘラクレスオオカブト,97,98,156,98,156,98,49,29,98
7,ヘラクレスオオカブト,98,99,158,99,158,99,49,29,99
7,ヘラクレスオオカブト,99,100,160,100,160,100,50,30,100
